流水號	年	月	日	發表形式	組別	組別-英	時間(分)	編號	競賽	報告者	作者	題目	組別分類(下拉選單)	題目-英	單位	研究室	物種	得獎與否	備註
2153	2012	1	17	海報	行為生態學	Behavioral Ecology	60	P1-25	參與	廖顯竣	廖顯竣	裂腹鬼蛛體色功能之探討			東海大學生命科學系				
2154	2012	1	17	海報	行為生態學	Behavioral Ecology	60	P1-26	參與	葉千瑋	葉千瑋	改變求生存? 金蛛隱帶不一致性之探討			中興大學生命科學系				
2155	2012	1	17	海報	行為生態學	Behavioral Ecology	60	P1-27	參與	郭冠群	郭冠群、施習德	十字盾鞭蠍噴酸行為初探			中興大學生命科學系				
2156	2012	1	17	海報	行為生態學	Behavioral Ecology	60	P1-28	參與	簡君芳	簡君芳、王一匡	多齒新米蝦對何種捕食因子會產生反捕食行為的反應			臺南大學生態科學與技術學系				
2157	2012	1	17	海報	行為生態學	Behavioral Ecology	60	P1-29	參與	柯秉志	1.柯秉志、1.洪韻軒、1.李文翰、1.謝宗志、1.黃彥銘、2.蘇俊育、1.邱郁文	青綠長足海天牛Oxynoe viridis (Pease, 1861) 形態特徵與胚胎發育之觀察			1.高雄醫學大學生物醫學暨環境生物學系、2.東華大學海洋生物多樣性及演化研究所				
2158	2012	1	17	海報	行為生態學	Behavioral Ecology	60	P1-30	參與	洪韻軒	洪韻軒、謝宗志、李文翰、柯秉志、邱郁文	密毛平鰓海天牛Elysia tomentosa (Jensen, 1997) 胚胎發育之觀察			高雄醫學大學生物醫學暨環境生物學系				
2159	2012	1	17	海報	行為生態學	Behavioral Ecology	60	P1-31	參與	洪韻軒	洪韻軒、吳宗澤、邱郁文	東沙海草床的小寶石:翡翠蜑螺與閃電蜑螺胚胎之發育			高雄醫學大學生物醫學暨環境生物學系				
2160	2012	1	17	海報	行為生態學	Behavioral Ecology	60	P1-32	參與	李文翰	李文翰、洪韻軒、柯秉志、謝宗志、邱郁文	微小平鰓海天牛 (Elysia pusilla)與華麗海天牛 (E. ornate)之胚胎觀察與比較			高雄醫學大學生物醫學暨環境生物學系				
2161	2012	1	17	海報	行為生態學	Behavioral Ecology	60	P1-33	參與	I-Ming, Liu (劉翼鳴)	1.I-Ming, Liu (劉翼鳴)、12.Chuan-Chin, Chiao (焦傳金)	First attempt to investigate the decision making mechanism in octopus (Octopus vulgaris)			1.清華大學系統神經科學研究所、2.清華大學生命科學系				
2162	2012	1	17	海報	行為生態學	Behavioral Ecology	60	P1-34	不參與	Hui-Yun Tseng (曾惠芸)	12.Hui-Yun Tseng (曾惠芸)、2.Chung-Ping Lin (林仲平)、1.Wen-San Huang (黃文山)	To eat or not to eat? – Different predation response between allopatric and sympatric Swinhoe’s tree lizards (Japalura swinhonis) to a conspicuous colored pachyrrhynchid weevil (Kashotonus multipunctatus)			1.國立自然科學博物館、2.東海大學生命科學系與熱帶生態學與生物多樣性研究中心				
2163	2012	1	17	海報	行為生態學	Behavioral Ecology	60	P1-35	不參與	陳學琳	1.陳學琳、12.楊恩誠	灰色蜚蠊促發攻擊行為之觸角區段探討			1.臺灣大學昆蟲學系、2.臺灣大學腦與心智研究所				
2164	2012	1	17	海報	行為生態學	Behavioral Ecology	60	P1-36	不參與	譚文皓	1.譚文皓、12.林雨德	噪音對台北樹蛙 (Rhacophorus taipeianus) 鳴叫特性的影響			1.臺灣大學生命科學系、2.臺灣大學生態學與演化生物學研究所				
2165	2012	1	17	海報	植物生態學	Plant Ecology	60	P2-1	參與	張桓僕	1.張桓僕、1.郭子維、2.紀凱容	具翅散殖體之翅型及翅脈對滯空能力的影響			1.中興大學生命科學系、2.中興大學物理學系暨生物物理學碩士班				
2166	2012	1	17	海報	植物生態學	Plant Ecology	60	P2-2	參與	Meng-Ying Tsai (蔡孟穎)	1.Meng-Ying Tsai (蔡孟穎)、12.Su-Hwa Chen (陳淑華)、12.Wen-Yuan Kao (高文媛)	Phenotypic variation in populations of Oxalis corymbosa in Taiwan			1.臺灣大學生態學與演化生物學研究所、2.臺灣大學生命科學系				
2167	2012	1	17	海報	植物生態學	Plant Ecology	60	P2-3	參與	廖育瑤	廖育瑤、劉和義	植物功能型特徵推測植物適應策略之探討			中山大學生物科學系				
2168	2012	1	17	海報	植物生態學	Plant Ecology	60	P2-4	參與	張元馨	1.張元馨、2.蘇夢淮、1.王震哲	楠梓仙溪森林土壤種子庫組成之研究			1.臺灣師範大學生命科學系、2.中國文化大學森林暨自然保育學系				
2169	2012	1	17	海報	植物生態學	Plant Ecology	60	P2-5	參與	張蓓茹	張蓓茹、徐夢婷、廖啟政	亞熱帶低山丘陵為何形成森林界線？			中國文化大學生命科學系				
2170	2012	1	17	海報	植物生態學	Plant Ecology	60	P2-6	不參與	Chi-Cheng Liao(廖啟政)	1.Chi-Cheng Liao (廖啟政)、1.Min Liu (劉銘)、2.Mong-Huai Su (蘇夢淮)、3.Jenn-Che Wang (王震哲)	Vegetation zonation, plant diversity and biogerography along altitudinal gradient of subtropical montane in humid monsoon Asia			1.中國文化大學生命科學系、2.中國文化大學森林暨自然保育學系、3.臺灣師範大學生命科學系				
2171	2012	1	17	海報	植物生態學	Plant Ecology	60	P2-7	不參與	陳育孜	陳育孜、黃家勤	光限制對台灣南部水庫中藻類生長的影響			臺南大學生態科學與技術學系環生生態所				
2172	2012	1	17	海報	植物生態學	Plant Ecology	60	P2-8	參與	楊沁儒	楊沁儒、劉仲康、張騰文、吳騏維、黃麒龍、熊光凱、李廷宏、陳飛羽、陳亮憲	大屯山系植物區位分布初步探討			中國文化大學生命科學系				
2173	2012	1	17	海報	族群與群聚生態學	Population and Community Ecology	60	P3-1	參與	陳祖揚	陳祖揚、裴家騏	2009-2011高雄市柴山臺灣獼猴之出生率及死亡率			屏東科技大學野生動物保育研究所				
2174	2012	1	17	海報	族群與群聚生態學	Population and Community Ecology	60	P3-2	參與	洪欽勳	洪欽勳、李紫燕、尤少彬	高雄都會公園嵌合式棲地類型與鳥類群聚結構探討			中興大學生命科學系				
2175	2012	1	17	海報	族群與群聚生態學	Population and Community Ecology	60	P3-3	參與	徐中琪	徐中琪、許育誠、鄭勝文、王維辰	2009-2011年太魯閣國家公園鳥類繫放成果			東華大學自然資源與環境學系				
2176	2012	1	17	海報	族群與群聚生態學	Population and Community Ecology	60	P3-4	參與	黃紹銘	黃紹銘、朱慧敏、黃大駿	校園人工溼地鳥類相變化			1.嘉南藥理科技大學環境資源管理系、2.民享環境生態調查有限公司				
2177	2012	1	17	海報	族群與群聚生態學	Population and Community Ecology	60	P3-5	參與	蘇信維	蘇信維、尤少彬	探討都市環境中鷺鷥繁殖林之地景組成-以台中市為例			中興大學生命科學系				
2178	2012	1	17	海報	族群與群聚生態學	Population and Community Ecology	60	P3-6	參與	蘇烝民	蘇烝民、程一駿	利用海龜形態特徵辨識台灣小琉球地區綠蠵龜的個體差異			臺灣海洋大學海洋生物研究所				
2179	2012	1	17	海報	族群與群聚生態學	Population and Community Ecology	60	P3-7	參與	馮冠達	馮冠達、徐菀佐、關永才	四種蛙類在不同海拔變化下的體型變異			東海大學生命科學系生態所				
2180	2012	1	17	海報	族群與群聚生態學	Population and Community Ecology	60	P3-8	參與	蘇信維	1.蘇信維、2.杜昆盈、1.尤少彬	由台中都會公園生態池區域中斑腿樹蛙(Polypedates megacephalus)之出現探討都會公園兩生類群聚之經營與管理			1.中興大學生命科學系、2.靜宜大學生態系				
2181	2012	1	17	海報	族群與群聚生態學	Population and Community Ecology	60	P3-9	參與	陳品翰	陳品翰、孫建平、李沛沂	楠梓仙溪災後棲地變化對魚類群落之影響			成功大學水利及海洋工程學系				
2182	2012	1	17	海報	族群與群聚生態學	Population and Community Ecology	60	P3-10	參與	呂進	呂進、黃品惠、翁嘉鎂、黃為、徐文志、陳亮憲	氣候變遷對大甲溪魚類生活史的影響研究			中國文化大學生命科學系				
2183	2012	1	17	海報	族群與群聚生態學	Population and Community Ecology	60	P3-11	參與	孫烜駿	孫烜駿、詹仕凡、陳伯飛、陳一菁、沈聖峰	利用親屍性昆蟲群聚演替探討異營及自營生物群聚演替機制之差異			中央研究院生物多樣性研究中心				
2184	2012	1	17	海報	族群與群聚生態學	Population and Community Ecology	60	P3-12	參與	邱為靖	邱為靖、陳真、曾煒哲、陸承瑀、游明峰、蔡仁惟、陳亮憲	不一樣的蟑螂，樹林中食物鏈底層-水蠊初探			中國文化大學生命科學系				
2185	2012	1	17	海報	族群與群聚生態學	Population and Community Ecology	60	P3-13	參與	陳彥廷	陳彥廷、葉人瑋、林仲平	雪山地區不同森林經營模式下鞍馬山步行蟲(鞘翅目：步行蟲科)體型大小與形狀的變異			東海大學生命科學系				
2186	2012	1	17	海報	族群與群聚生態學	Population and Community Ecology	60	P3-14	參與	鄭有成	鄭有成、徐芝敏	關子嶺地區之螢火蟲群聚變化			中山大學生物科學系				
2187	2012	1	17	海報	族群與群聚生態學	Population and Community Ecology	60	P3-15	參與	陳ㄙ華	陳ㄙ華、林孟賢、邱郁文	墾丁海岸軟體動物多樣性與棲地結構對海岸保育之比較			高雄醫學大學生物醫學暨環境生物學系				
2188	2012	1	17	海報	族群與群聚生態學	Population and Community Ecology	60	P3-16	參與	洪韻軒	洪韻軒、謝宗志、柯秉志、李文翰、蔡政達、邱郁文	屏東五溝水淡水螺貝類群聚之長期監測			高雄醫學大學生物醫學暨環境生物學系				
2189	2012	1	17	海報	族群與群聚生態學	Population and Community Ecology	60	P3-17	參與	王詩瑤	王詩瑤、許庭凰、蔡明真、戴璟淳、楊少榕、許舒婷、陳亮憲	馬陸(Spirobolus walker)的族群分布與棲地選擇性			中國文化大學生命科學系				
2190	2012	1	17	海報	族群與群聚生態學	Population and Community Ecology	60	P3-18	參與	李奕廷	李奕廷、林蔚任、林幸助	淡水河鹽度梯度變化對於浮游藻生產力的影響			中興大學生命科學系				
2191	2012	1	17	海報	族群與群聚生態學	Population and Community Ecology	60	P3-19	參與	劉柏漢	1.劉柏漢、1.廖璟郡、12.李麗華、1.林幸助	臺南七股沿岸藻類生產力空間變化			1.中興大學生命科學系、2.行政院農業委員會特有生物研究保育中心				
2192	2012	1	17	海報	族群與群聚生態學	Population and Community Ecology	60	P3-20	參與	李晨華	李晨華、林蔚任、林幸助	淡水河鹽度梯度對泥灘地底棲微藻生產力之影響			中興大學生命科學系				
2193	2012	1	17	海報	族群與群聚生態學	Population and Community Ecology	60	P3-21	參與	楊韻平	楊韻平、郭瑞霖、莊弘穎、林涵敏、謝季吟、王一匡	大坑野溪底棲矽藻與水質的關係			1.臺南大學生態科學與技術學系、2.屏東科技大學環境工程學系				
2194	2012	1	17	海報	族群與群聚生態學	Population and Community Ecology	60	P3-22	不參與	陳坤能	1.陳坤能、2.陳明志、2.鄧伯齡、2.翁義聰	高雄市美濃地區魚類及蝦蟹資源調查			1.崑山科技大學電機工程系、2.崑山科技大學環境工程系				
2195	2012	1	17	海報	族群與群聚生態學	Population and Community Ecology	60	P3-23	不參與	陶善達	陶善達、李培芬、林雨德	地景因子對臺北盆地兩種攀木蜥蜴出現頻度的影響			臺灣大學生態學與演化生物學研究所				
2196	2012	1	17	海報	族群與群聚生態學	Population and Community Ecology	60	P3-24	不參與	方引平	1.方引平、1.楊智安、2.鄭錫奇	利用遺傳標記物探討東亞摺翅蝠族群變動與島內遷移特性			1.嘉義大學生物資源學系、2.行政院農業委員會特有生物研究保育中心				
2197	2012	1	17	海報	族群與群聚生態學	Population and Community Ecology	60	P3-25	不參與	張俊文	1.張俊文、2.廖培鈞、3.林朝欽、3.陸聲山、3.王豫煌	利用無線感測網進行長時間生態監測-以腹斑蛙鳴叫活動為例			1.行政院農業委員會林業試驗所技術服務組、2.屏東科技大學生命科學系、3.行政院農業委員會林業試驗所森林保護組				
2198	2012	1	17	海報	族群與群聚生態學	Population and Community Ecology	60	P3-26	不參與	李賢駿	李賢駿、鍾國仁	基質與成體對於牡蠣與藤壺幼苗附著的影響			嘉義大學生物資源學系暨研究所				
2199	2012	1	17	海報	族群與群聚生態學	Population and Community Ecology	60	P3-27	不參與	謝佳蓉	謝佳蓉、康家倩、汪碧涵	空氣中真菌孢子相調查			東海大學生命科學系生態暨生物多樣性組				
2200	2012	1	17	海報	族群與群聚生態學	Population and Community Ecology	60	P3-28	不參與	張雅棻	張雅棻、郭瑞霖、王一匡	高屏溪附生矽藻群集與環境因子之間的關係			臺南大學生態科學與技術學系				
2201	2012	1	17	海報	族群與群聚生態學	Population and Community Ecology	60	P3-29	不參與	許伯誠	許伯誠、吳憲志、林宗岐	掉落式陷阱法和落葉袋採集法的螞蟻多樣性調查方法比較			彰化師範大學生物學系				
2202	2012	1	17	海報	族群與群聚生態學	Population and Community Ecology	60	P3-30	不參與	楊育昌	12.楊育昌、1.林春富、3.林雅玲、1.何東輯、1.劉敏慧、1.程忠智	烏石坑地區森林與溪流兩棲類群聚受地震影響之研究			1.行政院農業委員會特有生物研究保育中心、2.臺灣大學生命科學院動物學研究所、3.行政院農業委員會林業試驗所				
2203	2012	1	17	海報	族群與群聚生態學	Population and Community Ecology	60	P3-31	參與	宋承儒	1.宋承儒、2.蔡維倫、12.曾建璋	澎湖地區三處潮間帶魚類之出現			1.澎湖科技大學水產資源與養殖研究所、2.澎湖科技大學水產養殖系				
2204	2012	1	17	海報	族群與群聚生態學	Population and Community Ecology	60	P3-32	不參與	周柏翰	周柏翰、賀菡芝、林雨德	高山箭竹草原地表植物移除後之物種消長			1.臺灣大學生態學與演化生物學研究所、2.中央研究院生物多樣性研究中心				
2205	2012	1	17	海報	野生動植物保育與經營管理	Wildlife Conservation and Management	60	P4-1	參與	賴正杰	賴正杰	探討西魯凱族之傳統獵區於保育上之意涵			屏東科技大學野生動物保育研究所				
2206	2012	1	17	海報	野生動植物保育與經營管理	Wildlife Conservation and Management	60	P4-2	參與	李浩萱	14.許琇雅、24.李浩萱、34.劉祐廷、4.郭曉薇、4.謝欣怡、4.伏鳳歧、4.張明雄	間接接觸對於亞洲黑熊之行為影響			1.中央大學生命科學系、2.高雄醫學大學生物醫學暨環境生物學系、3.東海大學畜產與生物科技學系、4.臺北市立動物園保育研究中心				
2207	2012	1	17	海報	野生動植物保育與經營管理	Wildlife Conservation and Management	60	P4-3	參與	謝嘉煌	1.謝嘉煌、1.陳永松、2.周蓮香	宜蘭龜山島海域鯨豚資源長期監測之研究			1.宜蘭大學動物科技研究所、2.臺灣大學生態學與演化生物學研究所				
2208	2012	1	17	海報	野生動植物保育與經營管理	Wildlife Conservation and Management	60	P4-4	參與	潘學儀	14.潘學儀、24.丁俐勻、34.周宜靜、4.郭曉薇、4.謝欣怡、4.伏鳳歧、4.張明雄	混養對紅毛猩猩之行為影響			1.慈濟大學生命科學系、2.臺灣大學動物科技系、3.東海大學畜產與生物科技學系、4.臺北市立動物園保育研究中心				
2209	2012	1	17	海報	野生動植物保育與經營管理	Wildlife Conservation and Management	60	P4-5	參與	Shan-Hui Su (蘇珊慧)	1.Shan-Hui Su (蘇珊慧)、1.Sheng-Hai Wu (吳聲海)、2.Pei-Fen Lee (李培芬)	Predictive Distribution of Cuora flavomarginata (Testudines: Geoemydidae ) in Taiwan			1.中興大學生命科學系、2.臺灣大學生命科學系				
2210	2012	1	17	海報	野生動植物保育與經營管理	Wildlife Conservation and Management	60	P4-6	參與	溫俐雯	1.溫俐雯、1.楊舒涵、2.曹先紹、2.陳芝婷、2.陳賜隆、2.李毓文、2.李紀辰、2.郭仕珺	圈養馬來長吻鱷空間利用及行為模式建立			1.中興大學動物科學系、2.臺北市立動物園				
2211	2012	1	17	海報	野生動植物保育與經營管理	Wildlife Conservation and Management	60	P4-7	不參與	Yuan-Chao Angelo Huang (黃元照)	12.Yuan-Chao Angelo Huang (黃元照)、2.Shou-Chung Huang (黃守忠)、3.Hernyi Justin Hsieh (謝恆毅)、4.Pei-Jie Meng (孟培傑)、125.Chaolun Allen Chen (陳昭倫)	Changes in sedimentation, sediment characteristics, and benthic macrofaunal assemblages around marine cage culture under seasonal monsoon scales in a shallow-water embayment, Taiwan			1.臺灣大學海洋研究所、2.中央研究院生物多樣性研究中心、3.農委會水試所澎湖海洋生物研究中心、4.海洋生物博物館、5.臺東大學生命科學系				
2212	2012	1	17	海報	野生動植物保育與經營管理	Wildlife Conservation and Management	60	P4-8	不參與	Jen-Zon Ho (何健鎔)	1.Jen-Zon Ho (何健鎔)、1.Hua-Te Fang (方華德)、2.Ping-Shin Yang (楊平世)	Evaluation of artificial habitat construction for an aquatic firefly, Luciola ficta and population monitoring in the Ecological Education Park			1.行政院農業委員會特有生物研究保育中心、2.臺灣大學昆蟲學系				
2213	2012	1	17	海報	野生動植物保育與經營管理	Wildlife Conservation and Management	60	P4-9	不參與	王國權	1.王國權、23.莊孟憲、12.侯平君	嘉義縣水上鄉沙氏變色蜥(Anolis sagrei)族群分布與共域蜥蜴棲地利用模式			1.成功大學生命科學研究所、2.成功大學生物多樣性研究所、3.真理大學生態觀光經營學系				
2214	2012	1	17	海報	野生動植物保育與經營管理	Wildlife Conservation and Management	60	P4-10	不參與	張育誠	張毓琦、鍾昆典、劉威廷、張育誠、黃于玻	以紅外線自動相機調查法瞭解台灣野生動物資源			觀察家生態顧問有限公司				
2215	2012	1	17	海報	野生動植物保育與經營管理	Wildlife Conservation and Management	60	P4-11	不參與	張育誠	1.張育誠、2.黃志堅、1.高梅婷、1.林良恭	人工林不同疏伐強度作業疏伐前後的哺乳動物族群及群聚組成變化			1.東海大學生命科學系、2.行政院農業委員會林業試驗所蓮華池研究中心				
2216	2012	1	17	海報	親緣地理與分類	Phylogeography and Systematics	60	P5-1	參與	王玉婷	王玉婷、林良恭	島嶼中的島嶼: 粒線體DNA證據證實台灣高山田鼠(Microtus kikuchii)的天空島嶼結構			東海大學生命科學系				
2217	2012	1	17	海報	親緣地理與分類	Phylogeography and Systematics	60	P5-2	參與	Hui-Yun Tseng (曾惠芸)	12.Lin, Wen-Long (林文隆)、1.Si-Min Lin (林思民)、3.Lucia Liu Severinghaus (劉小如)、45.Hui-Yun Tseng (曾惠芸)	Genetic differentiation between migratory and residential populations of the Northern Boobook (Ninox japonica, Strigidae), with a special note on a cryptic lineage			1.臺灣師範大學生命科學系、2.臺中市野鳥救傷保育學會、3.中央研究院生物多樣性研究中心、4.東海大學生命科學系、5.自然科學博物館				
2218	2012	1	17	海報	親緣地理與分類	Phylogeography and Systematics	60	P5-3	參與	楊尚芳	楊尚芳、林思民	台灣與琉球群島產多稜攀蜥（Japalura polygonata）的分類地位與生物地理學			臺灣師範大學				
2219	2012	1	17	海報	親緣地理與分類	Phylogeography and Systematics	60	P5-4	參與	王盈涵	1.王盈涵、2.顏聖紘、1.林思民	澤巨蜥複合群色型變異與MC1R基因之間的關係			1.臺灣師範大學生命科學系、2.中山大學生物科學系				
2220	2012	1	17	海報	親緣地理與分類	Phylogeography and Systematics	60	P5-5	參與	Kuo-Wei Lee (李國瑋)	Kuo-Wei Lee (李國瑋)、Teng-Lang Yu (游登良)、Pei-Yuan Sheu (徐培源)、Szu-Han Wang (王思函)、Zih-Jing Tang (湯子菁)、Ching-Feng Weng (翁慶豐)	Comparative population genetics of the toad Bufo bankorensis by mitochondrial DNA			東華大學生命科學系暨生物技術研究所				
2221	2012	1	17	海報	親緣地理與分類	Phylogeography and Systematics	60	P5-6	參與	Chia-Hsuan Wei (韋家軒)	1.Chia-Hsuan Wei (韋家軒)、2.Mathieu Joron、1.Shen-Horn Yen (顏聖紘)	Phylogenetic reconstruction of the Papilio memnon complex suggests multiple origins of mimetic colour pattern and sexual dimorphism			1.中山大學生物科學系、2.Département Systématique et Evolution, Muséum National d'Histoire Naturelle, Paris, France				
2222	2012	1	17	海報	親緣地理與分類	Phylogeography and Systematics	60	P5-7	參與	林怡如	1.林怡如、2.蘇俊育、1.顏易君、1.黃彥銘、1.蔡政達、1.邱郁文	水彩蜑螺屬（Smaragdia Issel, 1869）之分類回顧及東沙島產一新種描述			1.高雄醫學大學生物醫學暨環境生物學系、2.東華大學海洋生物多樣性及演化研究所				
2223	2012	1	17	海報	親緣地理與分類	Phylogeography and Systematics	60	P5-8	參與	賴鈺清	賴鈺清、施習德	臺灣南海溪蟹族群遺傳變異初探			中興大學生命科學系				
2224	2012	1	17	海報	親緣地理與分類	Phylogeography and Systematics	60	P5-9	參與	蔡歆雁	蔡歆雁、楊曼妙	十種青剛櫟屬(Cyclobalanopsis)植物造梭狀蟲癭癭蚋之親緣關係與癭形態分化			中興大學昆蟲學系				
2225	2012	1	17	海報	親緣地理與分類	Phylogeography and Systematics	60	P5-10	不參與	蕭瑋良	蕭瑋良、林仲平	菲律賓特有豆娘Euphaea amphicyana翅脈地理的變異(蜻蛉目：幽蟌科)：親緣地理訊號或是雜訊？			東海大學生命科學系				
2226	2012	1	17	海報	親緣地理與分類	Phylogeography and Systematics	60	P5-11	不參與	郭姿欣	1.郭姿欣、12.林斯正、2.楊平世	台灣產蜻蜓科昆蟲粒線體DNA條碼建置			1.特有生物研究保育中心、2.臺灣大學昆學系				
2227	2012	1	17	海報	生理生態學	Physiological Ecology	60	P6-1	參與	葉威廷	葉威廷、林雨德	合歡山地區高山田鼠的食性分析			臺灣大學生態學與演化生物學研究所				
2228	2012	1	17	海報	生理生態學	Physiological Ecology	60	P6-2	參與	陳靜芳	陳靜芳、蘇秀慧	以能量探討台灣獼猴 (Macaca cyclopis)之生殖			屏東科技大學野生動物保育研究所				
2229	2012	1	17	海報	生理生態學	Physiological Ecology	60	P6-3	參與	Szu-Han Wang (王思函)	Szu-Han Wang (王思函)、Kuo-Wei Li (李國瑋)、Teng-Lang Yu (游登良)、Pei-Yuan Sheu (徐培源)、Zih-Jing Tang (湯子菁)、Ching-Feng Weng (翁慶豐)	Differential expressions of morphology and functional proteins in skin of bufo bankorenesis at different altitude			東華大學生命科學系暨生物技術研究所				
2230	2012	1	17	海報	生理生態學	Physiological Ecology	60	P6-4	參與	賴柔潔	賴柔潔、關永才	不同鹽度馴養對食蟹蛙(Fejervarya cancrivora)蝌蚪的發育以及滲透調節的影響			東海大學生命科學系生態所				
2231	2012	1	17	海報	生理生態學	Physiological Ecology	60	P6-5	參與	徐培源	徐培源、李國瑋、王思函、湯子菁、游登良、翁慶豐	The water regulation of Bufo bankorensis at different elevations			東華大學生命科學系暨生物技術研究所				
2232	2012	1	17	海報	生理生態學	Physiological Ecology	60	P6-6	參與	Zih-Jing Tang (湯子菁)	Zih-Jing Tang (湯子菁)、Teng-Lang Yu (游登良)、Kuo-Wei Li (李國瑋)、Pei-Yuan Sheu (徐培源)、Szu-Han Wang (王思函)、Ching-Feng Weng (翁慶豐)	A mystery of Buergeria robustus skin color change during breeding season			東華大學生命科學系暨生物技術研究所				
2233	2012	1	17	海報	生理生態學	Physiological Ecology	60	P6-7	參與	古晉丞	1.陳盈心、1.古晉丞、1.張欣嘉、2.李懿欣、3.錢家琪、4.胡宇光、5.紀凱容、256.焦傳金	烏賊骨板結構與其耐壓程度的關係			1.科學工業園區實驗高級中學、2.清華大學分子醫學研究所、3.清華大學工程與系統科學研究所、4.中央研究院物理研究所、5.清華大學系統神經科學研究所、6.清華大學生命科學系				
2234	2012	1	17	海報	生理生態學	Physiological Ecology	60	P6-8	參與	張承雅	張承雅	蜘蛛長波長辨色能力之比較與探討			中興大學生命科學系				
2235	2012	1	17	海報	生理生態學	Physiological Ecology	60	P6-9	參與	劉又瑋	劉又瑋、何婉貞、黃乙洲、黃大駿	應用多齒新米蝦 (Neocaridina denticulata)雄性特徵探討類雌性素-壬基苯酚及雙酚A對水生生物之影響			嘉南藥理科技大學環境資源管理系				
2236	2012	1	17	海報	生理生態學	Physiological Ecology	60	P6-10	參與	吳兆佳	吳兆佳	風干擾對二角塵蛛絲及黏滴特性之影響			中興大學生命科學系				
2237	2012	1	17	海報	生理生態學	Physiological Ecology	60	P6-11	參與	Xin-Xian Wen (溫欣憲)	Xin-Xian Wen (溫欣憲)、Daniel Chen (陳炫任)、Xin-Wei Ruan (阮信瑋)、Min Liu (劉銘)	Biodiversity of Murine Sperm: Biochemical Identification and Characterization of Changes Associated with Capacitation and Acrosome Reaction of Glycoproteins			中國文化大學生命科學系				
2238	2012	1	17	海報	生理生態學	Physiological Ecology	60	P6-12	參與	黃乙洲	黃乙洲、黃紹銘、劉又瑋、黃大駿	雌二醇(17β-estradiol, E2)、壬基苯酚(nonylphenol, NP) 及氯四環黴素(chloramphenicol, CTC)對水蚤(Daphnia magna)脫殼影響			嘉南藥理科技大學環境資源管理系				
2239	2012	1	17	海報	生理生態學	Physiological Ecology	60	P6-13	參與	吳彥綸	1.吳彥綸、2.施尚汶、1.傅木錦、2.林冠宏	耐淹水SmAPX基因轉殖			1.中國文化大學生命科學系、2.中國文化大學生物科技研究所				
2240	2012	1	17	海報	生理生態學	Physiological Ecology	60	P6-14	參與	尤御丞	尤御丞、黃銘志	九孔(Haliotis diversicolor)肌肉原肌球蛋白純化之研究			臺南大學環境生態學院生物科技研究所				
2241	2012	1	17	海報	生理生態學	Physiological Ecology	60	P6-15	參與	陳以銘	陳以銘、溫育德、林宗岐、王瑋龍	嗜熱性藍藻Thermosynechococcus sp.於不同CO2濃度下之生物量及其固碳效率			彰化師範大學生物學系				
2242	2012	1	17	海報	生理生態學	Physiological Ecology	60	P6-16	參與	林芳伊	林芳伊、溫育德、林宗岐、王瑋龍	於不同碳源比率下培養不同初始濃度的小球藻(Chlorella sp.)對其生長速率之影響			彰化師範大學生物學系				
2243	2012	1	17	海報	生理生態學	Physiological Ecology	60	P6-17	參與	蔡佳純	1.蔡佳純、23.陳仕朋、1.陳嘉芬、2.林冠宏	在阿拉伯芥中表現BoCAT基因以增加其熱耐受性			1.中國文化大學生命科學系、2.中國文化大學生物科技研究所、3.臺灣大學植物科學研究所				
2244	2012	1	17	海報	生理生態學	Physiological Ecology	60	P6-18	參與	謝宇婷	1.謝宇婷、1.張佳鼎、2.林瑋儒、1.傅木錦、1.陳嘉芬、2.連偉男、2.董建億、2.林奇宏	利用限制性片段長度多態性技術來分析沙門氏菌的不同血清型			1.中國文化大學生命科學系、2.陽明大學微生物免疫研究所				
2245	2012	1	17	海報	生理生態學	Physiological Ecology	60	P6-19	參與	Yu-Ling Lin (林昱伶)	2.Yu-Ling Lin (林昱伶)、1.Daniel Chen (陳炫任)、1.Chi-Cheng Liao (廖啟政)、12.Min Liu (劉銘)	Crude extract of Macleaya cordata exerts differential cytotoxic effects on normal and carcinomic human lung cells in vitro			1.中國文化大學生命科學系、2.中國文化大學生物科技研究所				
2246	2012	1	17	海報	生理生態學	Physiological Ecology	60	P6-20	參與	唐國紘	1.唐國紘、2.吳憶旻、1.吳賜猛	載脂蛋白E基因多型性及C反應蛋白連結關係之研究			1.中國文化大學生命科學系、2.中國文化大學生物科技研究所				
2247	2012	1	17	海報	生理生態學	Physiological Ecology	60	P6-21	不參與	陳昱豪	1.陳昱豪、2.杜邦憲、2.葉柏安、1.詹淇、1.林亞辰	利用病理切片技術果蠅模式動物分析TDP-43蛋白病理特徵			1.中國文化大學生命科學系、2.中央研究院生物醫學科學研究所				
2248	2012	1	17	海報	生理生態學	Physiological Ecology	60	P6-22	不參與	游欣瑜	游欣瑜、尤少彬	單葉沙蠶生殖季及棲地環境探討			中興大學生命科學系				
2249	2012	1	17	海報	生理生態學	Physiological Ecology	60	P6-23	不參與	張惠晴	1.張惠晴、2.劉烘昌、1.林清龍	中型仿相手蟹Sesarmops intermedium之幼蟲鹽度適應研究(Brachyura: Sesarmidae)			1.嘉義大學水生生物科學系、2.靜宜大學生態學系				
